205:-0.11644902 -0.46192554 -0.13427842 0.41512054 0.06443242 -0.32528383 0.24481626 -0.42970896 -0.23403426 0.011022211
45:0.10788808 0.69128263 -0.0022192819 0.044403706 -0.20529877 -0.54763955 0.0581025 -0.48635247 0.039345928 0.10265782
515:-1.1227602 -0.70009655 0.004296955 1.4984168 -0.47593394 0.607377 0.059035625 -0.037285097 0.4474706 -0.39037478
574:0.45750117 -0.2876993 -0.6124113 0.9427654 0.28519693 0.70212007 1.853461 -0.059309676 0.56955326 0.6051737
98:0.5577407 -0.40243587 -0.43821526 1.3079307 -0.0021723574 0.7221405 2.1530375 -0.06352761 0.22314516 0.8017575
619:-0.6639596 -0.98815763 -0.71744335 0.96098804 -0.32796767 0.12382262 0.10688535 -0.05813303 -0.64280045 0.15119457
507:-0.32341942 -0.8165685 -0.5719537 1.0441296 0.3375167 0.12759735 -0.114470005 -0.25185835 -0.33930108 0.801359
113:-0.20451587 -0.42953992 -0.34828335 0.53357357 0.20213573 -0.25480855 0.2522619 -0.52893966 -0.25451097 0.41859975
34:0.008502458 -0.64076734 -0.40026534 0.4223753 0.5000053 0.023197087 0.32313755 -0.9123506 -0.19077818 0.50383145
563:-0.28665203 0.20149037 -0.7220543 -0.19781588 0.19476683 -0.3538323 0.37477657 -0.20838125 0.022878135 -0.3100993
381:-0.12557662 -0.23792864 -0.77137744 0.54648876 0.6027614 0.21010554 0.37571132 -0.58306575 -0.13074954 0.96835
455:0.31203103 -0.06988034 -1.0948659 0.7844469 0.08180184 -0.15789178 0.15388905 0.9358401 -0.7498523 -1.3960173
624:-0.0940435 0.11674096 0.53534454 0.3956663 -0.09767463 -0.12678799 -0.007283328 -0.14352235 -0.23075359 -0.06421197
67:-0.25189948 0.06887622 -0.65682626 -0.24036746 0.27999365 0.07651091 -0.096038796 -0.22516789 -0.19205704 -0.083411455
388:-0.118742004 -0.046566866 -0.5054336 0.08035433 -0.41885987 0.10742712 1.1751319 -0.11428013 0.17690861 -0.14258617
310:-0.38737318 -0.16161917 -0.49525976 0.18598203 0.078264624 -0.48604253 0.5779999 -0.3861362 -0.25757018 0.20901866
169:-0.39889583 0.09750517 -0.19483176 0.20870943 0.7871003 0.3660363 0.8277449 -0.2940768 0.21175799 0.9384429
444:0.046491127 1.0331736 -0.30864996 -0.14930114 -0.4162914 0.13522795 0.68346936 0.07270918 0.09485684 0.50551504
120:-0.5318342 -0.012406921 -0.46458897 0.30631453 -0.17662011 -0.31413522 0.96435726 -0.3031423 -0.025629893 0.43238312
193:0.026844788 -0.36352924 -0.5922388 0.3805716 0.43270642 0.55212 0.35561064 -0.6197018 -0.16666254 0.7283121
153:-0.078428194 -0.23125531 -0.45169812 0.36550915 0.4347536 0.42641068 0.4236415 -0.56533396 -0.081657775 0.57181185
664:-0.21638478 -0.2782501 -0.3468291 0.76104015 -0.51374006 0.88730526 0.34996152 0.057694744 0.15034808 -0.46798664
93:-0.45284212 -0.22855064 -0.425401 0.21974182 -0.08469221 -0.8387885 0.62393636 -0.5176004 -0.25290474 0.2562511
158:0.14243153 -0.72457504 -0.2503874 -0.0801467 0.36079472 0.06332743 -0.048005052 -0.60211384 -0.4947801 -0.17793766
458:-0.14251526 -0.10069305 0.0057773925 0.8607756 -0.24947514 -0.039529663 1.8442471 -0.55407256 0.4152195 0.4628891
142:0.11287324 0.19490546 -1.025346 0.16538382 0.4943882 0.22433807 0.92548186 0.17202075 0.14002499 -0.5108991
182:-0.052618697 0.33762264 -1.1251754 0.8592796 -0.1763218 0.6100458 1.4453012 0.044487234 0.3090206 0.33875585
147:-0.070031546 0.10900186 -0.45142347 0.6044154 0.28960443 0.0750056 0.51466465 -0.5861079 0.32064876 0.41692278
686:-0.36305764 -0.17952174 -0.23605128 0.20596303 0.019479575 -0.30350837 0.100099996 -0.38219228 -0.41475943 0.30308202
616:0.2295764 0.4557778 0.3432715 -0.006250182 -0.39676556 -0.4108831 -0.1624372 -0.366999 -0.18577076 0.08343209
589:0.15606992 0.29380658 -1.1961712 1.6405336 0.2343065 0.71768373 0.13917547 0.31641588 0.0772881 0.036307883
544:-0.29182565 -0.08493881 -0.21349385 0.670318 0.08025527 -0.20309325 0.31833252 -0.39567396 -0.20530601 0.5109005
436:-0.55999523 -0.51293826 -0.5035241 0.72262144 -0.051949438 -0.12207999 0.1804397 -0.5062251 -0.47535652 0.37236106
12:-0.21161895 -0.3050446 -0.6482042 -0.59222496 0.15247348 -0.11839249 0.25885117 -0.45312485 -0.45583138 -0.06568343
223:-0.26930472 -0.006773081 0.45009694 0.36359525 -0.18750213 -0.33635363 0.07707594 -0.24628864 -0.028059531 -0.17118207
541:-0.85127735 -0.42538503 -0.2774696 -0.21132188 -0.47383577 -0.7586582 0.83841914 -0.79619735 -0.16389464 0.79988384
66:0.39325008 0.40235588 -1.507489 -0.1534891 0.7894826 0.561619 0.115999974 0.7642991 0.055615425 -0.24161658
89:-0.19136015 -0.7302399 -0.2731974 0.3695691 0.394556 0.007266457 -0.038418584 -0.38048995 -0.4492573 0.4293627
51:-0.6786537 -0.16317783 -0.768289 0.64426106 0.16069545 -0.212357 0.4734355 -0.41436166 -0.0010917141 0.529304
608:-0.7942978 0.31826308 -0.6364523 0.105928324 0.01937958 0.082903 1.3492254 0.08387877 0.20103133 0.5896174
124:0.022325562 -0.5437459 -0.30514657 0.8556164 0.25960732 -0.4289496 0.27957165 -0.7324413 -0.2918425 0.42583576
84:-0.56851137 -1.2110293 -0.7888618 1.0056964 -0.899892 -0.93216217 0.5496301 -1.1828449 0.18669249 -0.038567115
638:1.1961986 0.35947508 0.38897818 0.31073242 0.24124849 -0.32251 0.8525192 -0.3858684 0.41988048 0.36081755
8:0.16424234 -0.5212278 -0.69707286 0.3018961 0.13033974 0.044391565 0.25741047 -0.8028831 -0.32216477 0.042590395
