1210:0.9539486 0.3004103 -0.5942438 -0.62873286 0.7649461 0.0272157 0.36049324 -0.99883497 0.27451158 -0.42966843
574:0.19122747 0.772309 -0.5508697 -0.4719855 1.2715027 0.033175055 0.38302022 -0.4299194 -0.027672062 -0.23129468
858:0.26036918 -0.29966387 -0.073406585 -0.28592062 0.94842494 0.55420095 0.63532495 0.088568665 -0.1475724 -0.87077606
1441:-0.8518352 -0.4768763 -1.0744274 -0.565017 0.88524014 -0.44018772 0.051574867 -0.26147932 -0.20312539 -0.43056846
619:0.17092268 -0.6525153 -0.55878955 0.6154097 0.81885934 -0.750251 0.82576597 -0.22465585 0.72185975 -0.43472818
113:-0.32430613 -0.16876423 -0.49608657 1.2020936 1.1160382 0.011008998 0.5767547 0.08418922 0.4868448 0.5327912
34:0.24375112 -0.26585212 -0.02857951 -0.008205485 0.67343915 -0.17618023 0.08168784 -0.27632698 0.3534144 -0.14343119
563:0.1341661 -0.33219284 -0.36593658 -0.31578416 0.7621623 0.592675 0.89427614 -0.35115635 0.4713396 -0.16151947
381:0.09523744 0.21004343 -0.6159121 -0.85394603 0.7574906 -0.17347854 1.0017514 0.12436249 0.3266053 0.09227921
1182:0.52630293 -1.0468291 -0.62276036 0.06074962 1.4257928 0.4749207 -0.22990271 0.166663 0.09670915 0.51708585
874:-0.12742613 -0.4064453 -0.10487935 -0.7741271 1.4660105 -0.26105013 -0.316216 0.05074356 0.07025883 -0.90494037
455:0.40709034 0.4925094 0.9174362 0.7463641 0.2865446 -0.62569183 0.3248554 -0.27637383 0.41151625 0.65222025
1383:0.15487535 -0.4468725 -0.23966484 -0.31477126 0.70654416 -0.58226734 0.1070739 0.5560187 -0.5083103 -0.42085075
624:0.6185053 -0.9387518 -0.11527915 -0.6347909 0.58101344 -0.00730783 0.6265851 0.37486398 0.024253707 -0.58061683
388:-0.23452055 0.33891457 -0.80264544 0.04565326 0.9467813 -0.10172502 0.33350113 0.07035306 -0.34268093 0.2924521
